"","Var1","Freq"
"1","내연女",6
"2","재혼女",6
"3","사용女",3
"4","성매매女",3
"5","채팅女",3
"6","동거女",2
"7","에이즈女",2
"8","금성女",1
"9","기혼女",1
"10","대졸女",1
"11","미혼女",1
"12","상대女",1
"13","전문대졸女",1
"14","중년女",1
"15","한인女",1
"16","협박女",1
"17","中에이즈女정상男",1
