"","Var1","Freq"
"1","내연男",13
"2","동거男",6
"3","상대男",4
"4","뻔뻔男",3
"5","중년男",3
"6","초혼男",3
"7","흡연男",2
"8","채팅男",1
"9","한국성인男",1
"10","화성男",1
"11","南男北女",1
"12","男과女",1
