"","Var1","Freq"
"1","내연女",5
"2","동거女",3
"3","내연관계女",2
"4","금광초등女",1
"5","동승女",1
"6","미혼女",1
"7","실연女",1
"8","윤락女",1
"9","이화女",1
"10","치과女",1
"11","婦女",1
