"","Var1","Freq"
"1","상대男",8
"2","내연男",4
"3","초혼男",4
"4","동거男",3
"5","무직男",2
"6","중년男",2
"7","근육男",1
"8","뉴질랜드男",1
"9","독신男",1
"10","명문대男",1
"11","반바지男",1
"12","원조교제男",1
"13","이혼男",1
"14","재혼男",1
"15","중국男",1
"16","한국男",1
"17","男女",1
