"","Var1","Freq"
"269","지목女",1
"270","지하철女",1
"271","쩍벌女",1
"272","쫓겨난女",1
"273","철부지女",1
"274","청순女",1
"275","측근女",1
"276","치마女",1
"277","카바레女",1
"278","카이스트女",1
"279","컨트롤女",1
"280","콜센터女",1
"281","클럽부킹女",1
"282","태국女",1
"283","테러女",1
"284","투병女",1
"285","특수관계女",1
"286","티켓다방女",1
"287","파키스탄女",1
"288","팥빙수女",1
"289","페루女",1
"290","편의점女",1
"291","평범女",1
"292","폭스바겐女",1
"293","폭주女",1
"294","폭행女",1
"295","프라다백女",1
"296","피살女",1
"297","피하는女",1
"298","하의실종女",1
"299","한국인女",1
"300","합죽이女",1
"301","핫팬츠女",1
"302","항의女",1
"303","해당女",1
"304","헌팅女",1
"305","협박문자女",1
"306","호감女",1
"307","홍콩女",1
"308","화상채팅女",1
"309","화상통화女",1
"310","환생女",1
"311","횡설수설女",1
"312","후반女",1
"313","흡연女",1
"314","ㆍ女",1
"315","母女",1
"316","潭女",1
"317","美중년女",1
